HGNC_Symbol,Log2FC,P_Value,DataSet
NUAK2,0.15,0.22892,MaycoxMale
PSKH2,-0.17,0.23174,MaycoxMale
SNRK,-0.17,0.40771,MaycoxMale
MYLK4,0.17,0.45533,MaycoxMale
CAMK2D,0.03,0.44996,MaycoxMale
STK40,-0.04,0.27535,MaycoxMale
SIK2,0.13,0.44278,MaycoxMale
DCLK1,-0.04,0.5407,MaycoxMale
MKNK2,0.1,0.50586,MaycoxMale
DAPK3,0.2,0.3129,MaycoxMale
BRSK2,-0.04,0.3569,MaycoxMale
TSSK2,0.15,0.38231,MaycoxMale
PIM1,0.19,0.32231,MaycoxMale
MAPKAPK3,-0.05,0.42032,MaycoxMale
TRIB3,0.18,0.53497,MaycoxMale
PRKAA1,-0.02,0.54103,MaycoxMale
CAMK2A,0.01,0.4253,MaycoxMale
CAMK2B,-0.03,0.56935,MaycoxMale
PRKD2,-0.11,0.5035,MaycoxMale
MKNK1,0.07,0.71828,MaycoxMale
TSSK3,-0.13,0.42548,MaycoxMale
DAPK2,-0.13,0.52729,MaycoxMale
PRKAA2,0,0.62265,MaycoxMale
PRKD3,0.03,0.56495,MaycoxMale
CAMK1,0.12,0.6205,MaycoxMale
PIM3,0.11,0.47149,MaycoxMale
STK17A,0.05,0.7804,MaycoxMale
SIK1,-0.17,0.59273,MaycoxMale
TSSK4,-0.13,0.52283,MaycoxMale
PIM2,0.09,0.56021,MaycoxMale
DCLK3,-0.23,0.58492,MaycoxMale
MAPKAPK2,0.06,0.7342,MaycoxMale
NIM1K,0.06,0.60473,MaycoxMale
DAPK1,0.03,0.77837,MaycoxMale
SIK3,0.04,0.75856,MaycoxMale
CHEK2,-0.19,0.64718,MaycoxMale
CAMK1G,-0.07,0.70971,MaycoxMale
MYLK2,0.04,0.74634,MaycoxMale
NUAK1,-0.02,0.81453,MaycoxMale
BRSK1,0.02,0.85072,MaycoxMale
MELK,0.05,0.8663,MaycoxMale
TSSK1B,-0.05,0.86841,MaycoxMale
MAPKAPK5,-0.02,0.92459,MaycoxMale
CAMKV,-0.01,0.92916,MaycoxMale
PSKH1,0.02,0.94971,MaycoxMale
PNCK,-0.01,0.95783,MaycoxMale
SIK2,-1.36,0.07839,PietersenAllParvalbumin
MAPKAPK3,1.25,0.06091,PietersenAllParvalbumin
CAMK4,0.28,0.10603,PietersenAllParvalbumin
STK17B,-0.61,0.30714,PietersenAllParvalbumin
TTN,0.05,0.39643,PietersenAllParvalbumin
CAMK1D,-0.4,0.35508,PietersenAllParvalbumin
TRIO,-0.04,0.3758,PietersenAllParvalbumin
TSSK3,0.63,0.20372,PietersenAllParvalbumin
MKNK1,0.08,0.34952,PietersenAllParvalbumin
CAMK2G,-0.31,0.28163,PietersenAllParvalbumin
MYLK3,0.03,0.24156,PietersenAllParvalbumin
DCLK1,-0.26,0.35456,PietersenAllParvalbumin
TRIB1,-0.16,0.22881,PietersenAllParvalbumin
MYLK4,0.96,0.20154,PietersenAllParvalbumin
BRSK2,0.36,0.36453,PietersenAllParvalbumin
TSSK2,-0.27,0.35528,PietersenAllParvalbumin
PRKD1,-0.52,0.35732,PietersenAllParvalbumin
PRKAA2,-0.23,0.52989,PietersenAllParvalbumin
DCLK3,1.04,0.14355,PietersenAllParvalbumin
SIK3,-0.35,0.44835,PietersenAllParvalbumin
PASK,-0.7,0.40767,PietersenAllParvalbumin
PRKD3,0.1,0.56189,PietersenAllParvalbumin
SIK1,-0.38,0.55903,PietersenAllParvalbumin
SNRK,-0.26,0.5928,PietersenAllParvalbumin
DAPK3,-0.33,0.57491,PietersenAllParvalbumin
CASK,-0.19,0.57572,PietersenAllParvalbumin
MYLK,-0.25,0.65875,PietersenAllParvalbumin
DCLK2,-0.39,0.54073,PietersenAllParvalbumin
KALRN,-0.36,0.46376,PietersenAllParvalbumin
TRIB2,0.35,0.52511,PietersenAllParvalbumin
OBSCN,0.32,0.58284,PietersenAllParvalbumin
MARK1,-0.17,0.47104,PietersenAllParvalbumin
MARK2,-0.19,0.47115,PietersenAllParvalbumin
TRIB3,-0.12,0.43755,PietersenAllParvalbumin
HUNK,-0.51,0.46295,PietersenAllParvalbumin
PRKAA1,0.04,0.69171,PietersenAllParvalbumin
PRKD2,0.41,0.57604,PietersenAllParvalbumin
CAMK1,-0.03,0.58456,PietersenAllParvalbumin
CHEK1,0.35,0.60772,PietersenAllParvalbumin
CAMK1G,-0.28,0.62159,PietersenAllParvalbumin
STK40,-0.43,0.50691,PietersenAllParvalbumin
DAPK1,-0.33,0.59891,PietersenAllParvalbumin
CAMK2D,0.03,0.71342,PietersenAllParvalbumin
PHKG2,0.32,0.60492,PietersenAllParvalbumin
CAMK2A,-0.01,0.6185,PietersenAllParvalbumin
PIM3,-0.55,0.46626,PietersenAllParvalbumin
CAMK2B,0.1,0.70708,PietersenAllParvalbumin
NUAK2,-0.59,0.47611,PietersenAllParvalbumin
STK33,0,0.50237,PietersenAllParvalbumin
MARK3,-0.08,0.58032,PietersenAllParvalbumin
DAPK2,0.26,0.69093,PietersenAllParvalbumin
BRSK1,-0.2,0.7041,PietersenAllParvalbumin
TSSK6,-0.05,0.6822,PietersenAllParvalbumin
MYLK2,0.57,0.51488,PietersenAllParvalbumin
PSKH2,0.39,0.55012,PietersenAllParvalbumin
PSKH1,-0.34,0.60772,PietersenAllParvalbumin
PIM2,0.14,0.78472,PietersenAllParvalbumin
CHEK2,-0.38,0.62827,PietersenAllParvalbumin
STK11,-0.17,0.71213,PietersenAllParvalbumin
MKNK2,-0.03,0.81129,PietersenAllParvalbumin
MAPKAPK2,-0.02,0.70959,PietersenAllParvalbumin
PIM1,0.23,0.71451,PietersenAllParvalbumin
NUAK1,-0.27,0.73311,PietersenAllParvalbumin
PNCK,0.22,0.73351,PietersenAllParvalbumin
MAPKAPK5,-0.22,0.73889,PietersenAllParvalbumin
MARK4,-0.17,0.78737,PietersenAllParvalbumin
MELK,-0.19,0.80682,PietersenAllParvalbumin
STK17A,0.03,0.88682,PietersenAllParvalbumin
TSSK1B,0.13,0.85674,PietersenAllParvalbumin
CAMKV,-0.1,0.8832,PietersenAllParvalbumin
TSSK4,-0.08,0.89473,PietersenAllParvalbumin
PHKG1,-0.07,0.91998,PietersenAllParvalbumin
NIM1K,0.07,0.90952,PietersenAllParvalbumin
CHEK1,-1.15,0.07262,PietersenAllPyramidal
CAMK2D,-0.12,0.27306,PietersenAllPyramidal
BRSK1,-0.48,0.23437,PietersenAllPyramidal
CAMK2G,0.45,0.29094,PietersenAllPyramidal
MKNK1,-0.16,0.30496,PietersenAllPyramidal
CHEK2,-1.55,0.03273,PietersenAllPyramidal
STK17B,0.44,0.20674,PietersenAllPyramidal
TRIB1,-0.44,0.33769,PietersenAllPyramidal
DCLK2,0.53,0.2438,PietersenAllPyramidal
PSKH1,1.15,0.07013,PietersenAllPyramidal
SIK2,0.08,0.28229,PietersenAllPyramidal
TSSK2,-0.38,0.30794,PietersenAllPyramidal
STK17A,0.12,0.37542,PietersenAllPyramidal
BRSK2,0.34,0.23174,PietersenAllPyramidal
CAMK2A,-0.12,0.35607,PietersenAllPyramidal
PRKD3,0.14,0.41596,PietersenAllPyramidal
SIK1,-0.45,0.37318,PietersenAllPyramidal
MYLK,-0.29,0.468,PietersenAllPyramidal
MAPKAPK3,-0.15,0.1852,PietersenAllPyramidal
SIK3,-0.31,0.44691,PietersenAllPyramidal
PSKH2,-1.12,0.14877,PietersenAllPyramidal
CAMK1D,-0.4,0.49088,PietersenAllPyramidal
PRKAA1,0.07,0.31042,PietersenAllPyramidal
MAPKAPK5,-1.03,0.15933,PietersenAllPyramidal
SNRK,-0.59,0.35895,PietersenAllPyramidal
KALRN,-0.15,0.49274,PietersenAllPyramidal
TRIO,-0.26,0.47707,PietersenAllPyramidal
PRKAA2,-0.45,0.43457,PietersenAllPyramidal
DAPK2,-0.4,0.42357,PietersenAllPyramidal
MYLK3,-0.52,0.38406,PietersenAllPyramidal
DAPK3,-0.07,0.42588,PietersenAllPyramidal
CAMK1,0.1,0.45292,PietersenAllPyramidal
OBSCN,0.27,0.42651,PietersenAllPyramidal
TTN,-0.05,0.51345,PietersenAllPyramidal
STK11,0.08,0.55745,PietersenAllPyramidal
STK33,-0.62,0.38073,PietersenAllPyramidal
MARK3,-0.44,0.50892,PietersenAllPyramidal
TSSK6,0.31,0.59151,PietersenAllPyramidal
CAMK2B,0.45,0.48428,PietersenAllPyramidal
MARK2,-0.48,0.40314,PietersenAllPyramidal
CAMK1G,0.43,0.49674,PietersenAllPyramidal
PHKG1,-0.21,0.49409,PietersenAllPyramidal
CAMK4,-0.32,0.67462,PietersenAllPyramidal
MELK,-0.64,0.3765,PietersenAllPyramidal
MARK1,-0.41,0.55298,PietersenAllPyramidal
DCLK3,-0.54,0.39336,PietersenAllPyramidal
CASK,0.11,0.66289,PietersenAllPyramidal
HUNK,-0.15,0.51722,PietersenAllPyramidal
PRKD2,-0.01,0.57825,PietersenAllPyramidal
PASK,-0.29,0.61445,PietersenAllPyramidal
TRIB3,0.39,0.50187,PietersenAllPyramidal
TSSK3,-0.18,0.64669,PietersenAllPyramidal
PIM1,0.39,0.5016,PietersenAllPyramidal
PRKD1,-0.36,0.64118,PietersenAllPyramidal
MKNK2,0.25,0.66089,PietersenAllPyramidal
PNCK,0.43,0.55478,PietersenAllPyramidal
NUAK2,0.38,0.63462,PietersenAllPyramidal
PHKG2,-0.11,0.76922,PietersenAllPyramidal
PIM2,-0.24,0.68429,PietersenAllPyramidal
DAPK1,0.11,0.76941,PietersenAllPyramidal
TRIB2,-0.13,0.81549,PietersenAllPyramidal
MYLK4,0.2,0.78877,PietersenAllPyramidal
CAMKV,0.22,0.78557,PietersenAllPyramidal
DCLK1,-0.04,0.8758,PietersenAllPyramidal
MYLK2,-0.15,0.81094,PietersenAllPyramidal
NIM1K,0.14,0.84472,PietersenAllPyramidal
TSSK4,-0.1,0.88582,PietersenAllPyramidal
TSSK1B,-0.06,0.93011,PietersenAllPyramidal
STK40,0.02,0.95341,PietersenAllPyramidal
MAPKAPK2,-0.04,0.94786,PietersenAllPyramidal
MARK4,0.04,0.94779,PietersenAllPyramidal
NUAK1,0.05,0.96532,PietersenAllPyramidal
PIM3,-0.01,0.98445,PietersenAllPyramidal
CAMK4,1.05,0.08342,PietersenFemaleParvalbumin
TRIB2,1.02,0.05909,PietersenFemaleParvalbumin
DCLK3,2.8,0.00916,PietersenFemaleParvalbumin
MYLK3,0.68,0.22221,PietersenFemaleParvalbumin
TRIB1,0.17,0.22774,PietersenFemaleParvalbumin
MYLK4,1.54,0.11388,PietersenFemaleParvalbumin
MAPKAPK3,1.32,0.1658,PietersenFemaleParvalbumin
BRSK2,0.87,0.28148,PietersenFemaleParvalbumin
TSSK3,0.9,0.21883,PietersenFemaleParvalbumin
MKNK1,0.79,0.33492,PietersenFemaleParvalbumin
TRIO,0.21,0.53215,PietersenFemaleParvalbumin
TSSK1B,1.79,0.0792,PietersenFemaleParvalbumin
CHEK1,0.76,0.38489,PietersenFemaleParvalbumin
SIK2,-0.89,0.28396,PietersenFemaleParvalbumin
TTN,-0.13,0.30867,PietersenFemaleParvalbumin
MYLK2,2.13,0.09697,PietersenFemaleParvalbumin
OBSCN,0.33,0.35155,PietersenFemaleParvalbumin
STK17A,0.93,0.37715,PietersenFemaleParvalbumin
PRKAA2,-0.09,0.33113,PietersenFemaleParvalbumin
PSKH1,-1.28,0.18781,PietersenFemaleParvalbumin
DAPK3,-0.26,0.35003,PietersenFemaleParvalbumin
MAPKAPK2,-0.85,0.36081,PietersenFemaleParvalbumin
CAMK2G,0.03,0.39749,PietersenFemaleParvalbumin
KALRN,-0.12,0.56874,PietersenFemaleParvalbumin
DAPK1,-0.8,0.4397,PietersenFemaleParvalbumin
PRKD3,0.23,0.44778,PietersenFemaleParvalbumin
SIK3,0.01,0.50027,PietersenFemaleParvalbumin
PIM3,-1.32,0.23664,PietersenFemaleParvalbumin
NUAK2,1.21,0.24001,PietersenFemaleParvalbumin
CAMK2D,0.02,0.50243,PietersenFemaleParvalbumin
DCLK1,0.07,0.5246,PietersenFemaleParvalbumin
HUNK,-1.17,0.27331,PietersenFemaleParvalbumin
PHKG1,-0.24,0.39214,PietersenFemaleParvalbumin
STK17B,0.37,0.46635,PietersenFemaleParvalbumin
CAMK1D,-0.14,0.67071,PietersenFemaleParvalbumin
MARK2,0.16,0.41664,PietersenFemaleParvalbumin
PRKD2,0.64,0.52813,PietersenFemaleParvalbumin
SNRK,-0.35,0.63242,PietersenFemaleParvalbumin
CASK,-0.23,0.48814,PietersenFemaleParvalbumin
MARK1,0.06,0.62998,PietersenFemaleParvalbumin
DCLK2,0.27,0.45794,PietersenFemaleParvalbumin
CAMK1,0.06,0.50455,PietersenFemaleParvalbumin
TSSK6,-0.04,0.69364,PietersenFemaleParvalbumin
TSSK2,-0.45,0.59826,PietersenFemaleParvalbumin
PASK,-0.53,0.4892,PietersenFemaleParvalbumin
STK33,-0.07,0.37895,PietersenFemaleParvalbumin
PRKD1,0.33,0.58813,PietersenFemaleParvalbumin
DAPK2,0.42,0.67825,PietersenFemaleParvalbumin
MKNK2,0.44,0.63794,PietersenFemaleParvalbumin
BRSK1,-0.24,0.77635,PietersenFemaleParvalbumin
SIK1,-0.42,0.67388,PietersenFemaleParvalbumin
MARK3,0.23,0.72773,PietersenFemaleParvalbumin
MYLK,-0.12,0.75539,PietersenFemaleParvalbumin
NIM1K,-0.52,0.58765,PietersenFemaleParvalbumin
PNCK,0.5,0.59484,PietersenFemaleParvalbumin
PRKAA1,0.17,0.84345,PietersenFemaleParvalbumin
STK11,0.08,0.71877,PietersenFemaleParvalbumin
CAMK2B,0.28,0.77175,PietersenFemaleParvalbumin
CAMK2A,0.17,0.71989,PietersenFemaleParvalbumin
PIM1,0.36,0.7022,PietersenFemaleParvalbumin
MAPKAPK5,0.37,0.70382,PietersenFemaleParvalbumin
NUAK1,0.33,0.7531,PietersenFemaleParvalbumin
PIM2,0.16,0.8538,PietersenFemaleParvalbumin
PHKG2,0.15,0.87767,PietersenFemaleParvalbumin
CAMK1G,0.14,0.88253,PietersenFemaleParvalbumin
PSKH2,0.21,0.8427,PietersenFemaleParvalbumin
MELK,0.18,0.86503,PietersenFemaleParvalbumin
TRIB3,0.04,0.90918,PietersenFemaleParvalbumin
TSSK4,0.15,0.8781,PietersenFemaleParvalbumin
CHEK2,-0.15,0.89937,PietersenFemaleParvalbumin
MARK4,-0.12,0.9073,PietersenFemaleParvalbumin
CAMKV,-0.05,0.96306,PietersenFemaleParvalbumin
STK40,-0.01,0.98886,PietersenFemaleParvalbumin
OBSCN,0.52,0.22327,PietersenFemalePyramidal
STK17B,1.06,0.05976,PietersenFemalePyramidal
TRIB1,-0.49,0.17123,PietersenFemalePyramidal
CHEK1,-1.26,0.15957,PietersenFemalePyramidal
BRSK1,-0.47,0.36343,PietersenFemalePyramidal
TRIO,-0.15,0.46865,PietersenFemalePyramidal
TSSK3,0.76,0.17294,PietersenFemalePyramidal
CAMK2D,0.12,0.36674,PietersenFemalePyramidal
PRKD2,0.49,0.34655,PietersenFemalePyramidal
CHEK2,-1.79,0.06193,PietersenFemalePyramidal
MELK,-1.7,0.06334,PietersenFemalePyramidal
MYLK,0.22,0.24222,PietersenFemalePyramidal
PRKAA1,0.14,0.21653,PietersenFemalePyramidal
TTN,0.21,0.47464,PietersenFemalePyramidal
KALRN,0.04,0.56673,PietersenFemalePyramidal
MAPKAPK3,0.39,0.24581,PietersenFemalePyramidal
MKNK1,0.05,0.36946,PietersenFemalePyramidal
STK17A,0.43,0.45827,PietersenFemalePyramidal
BRSK2,0.16,0.3036,PietersenFemalePyramidal
CAMK2G,0.67,0.40368,PietersenFemalePyramidal
CASK,0.44,0.54881,PietersenFemalePyramidal
MAPKAPK5,-1.56,0.15245,PietersenFemalePyramidal
MYLK4,-0.57,0.33835,PietersenFemalePyramidal
HUNK,0.25,0.29121,PietersenFemalePyramidal
PHKG1,-0.42,0.33611,PietersenFemalePyramidal
SIK2,0.09,0.46577,PietersenFemalePyramidal
TSSK6,0.49,0.38662,PietersenFemalePyramidal
MKNK2,0.66,0.37017,PietersenFemalePyramidal
DAPK2,-0.17,0.31497000000000003,PietersenFemalePyramidal
CAMK1D,0.11,0.43948,PietersenFemalePyramidal
DAPK1,-0.28,0.37765,PietersenFemalePyramidal
CAMK1,0.09,0.39218,PietersenFemalePyramidal
CAMK4,0.25,0.54483,PietersenFemalePyramidal
DAPK3,-0.05,0.44493,PietersenFemalePyramidal
STK11,0.42,0.58549,PietersenFemalePyramidal
PRKAA2,-0.54,0.47133,PietersenFemalePyramidal
CAMK2B,0.57,0.52471,PietersenFemalePyramidal
SNRK,-0.71,0.41006,PietersenFemalePyramidal
PRKD1,-0.6,0.55009,PietersenFemalePyramidal
PSKH2,-0.97,0.31304,PietersenFemalePyramidal
DCLK3,-0.77,0.31564,PietersenFemalePyramidal
PIM1,0.82,0.31894,PietersenFemalePyramidal
MYLK2,-0.74,0.32821,PietersenFemalePyramidal
PHKG2,-0.2,0.39902,PietersenFemalePyramidal
DCLK2,0.44,0.51864,PietersenFemalePyramidal
PRKD3,0.5,0.46214,PietersenFemalePyramidal
NUAK2,0.91,0.40405,PietersenFemalePyramidal
SIK3,0.19,0.61086,PietersenFemalePyramidal
CAMK2A,0.73,0.51205,PietersenFemalePyramidal
MYLK3,-0.14,0.68797,PietersenFemalePyramidal
PSKH1,0.61,0.46072,PietersenFemalePyramidal
SIK1,-0.33,0.65929,PietersenFemalePyramidal
STK33,-0.04,0.52575,PietersenFemalePyramidal
TSSK2,0.03,0.5997,PietersenFemalePyramidal
DCLK1,-0.04,0.77493,PietersenFemalePyramidal
TSSK1B,0.53,0.56398,PietersenFemalePyramidal
MARK1,-0.04,0.79183,PietersenFemalePyramidal
PASK,0.05,0.67739,PietersenFemalePyramidal
TRIB2,0.28,0.76603,PietersenFemalePyramidal
MARK4,0.34,0.65033,PietersenFemalePyramidal
CAMK1G,0.28,0.7526,PietersenFemalePyramidal
MARK3,0.21,0.8362,PietersenFemalePyramidal
MAPKAPK2,-0.12,0.83294,PietersenFemalePyramidal
MARK2,0.13,0.8547,PietersenFemalePyramidal
NIM1K,0.26,0.80773,PietersenFemalePyramidal
TRIB3,0.12,0.88198,PietersenFemalePyramidal
PIM2,-0.16,0.84436,PietersenFemalePyramidal
PIM3,0.18,0.84461,PietersenFemalePyramidal
PNCK,0.18,0.86295,PietersenFemalePyramidal
NUAK1,0.26,0.87478,PietersenFemalePyramidal
TSSK4,0.12,0.89318,PietersenFemalePyramidal
STK40,0.05,0.95776,PietersenFemalePyramidal
CAMKV,-0.03,0.9791,PietersenFemalePyramidal
SIK2,-1.82,0.07506,PietersenMaleParvalbumin
STK17B,-1.59,0.09242,PietersenMaleParvalbumin
MYLK3,-0.62,0.35628,PietersenMaleParvalbumin
TRIO,-0.29,0.39228,PietersenMaleParvalbumin
NUAK2,-2.39,0.04462,PietersenMaleParvalbumin
PRKD1,-1.36,0.14975,PietersenMaleParvalbumin
MYLK4,0.37,0.13102,PietersenMaleParvalbumin
MKNK1,-0.63,0.32115,PietersenMaleParvalbumin
CAMK1D,-0.67,0.28209,PietersenMaleParvalbumin
CAMK4,-0.49,0.38931,PietersenMaleParvalbumin
STK17A,-0.86,0.32661,PietersenMaleParvalbumin
DAPK3,-0.4,0.39276,PietersenMaleParvalbumin
MAPKAPK3,1.19,0.23948,PietersenMaleParvalbumin
TSSK1B,-1.53,0.12946,PietersenMaleParvalbumin
PRKD3,-0.04,0.44054,PietersenMaleParvalbumin
SIK3,-0.71,0.39104,PietersenMaleParvalbumin
CAMK1G,-0.7,0.39441,PietersenMaleParvalbumin
TRIB1,-0.48,0.47985,PietersenMaleParvalbumin
DCLK2,-1.04,0.30085,PietersenMaleParvalbumin
CAMK2G,-0.65,0.48823,PietersenMaleParvalbumin
TRIB3,-0.28,0.31999,PietersenMaleParvalbumin
PRKAA1,-0.09,0.56674,PietersenMaleParvalbumin
KALRN,-0.59,0.57155,PietersenMaleParvalbumin
SIK1,-0.34,0.57768,PietersenMaleParvalbumin
PRKAA2,-0.36,0.5116,PietersenMaleParvalbumin
BRSK2,-0.15,0.49896,PietersenMaleParvalbumin
TTN,0.22,0.58931,PietersenMaleParvalbumin
TSSK6,-0.06,0.54032,PietersenMaleParvalbumin
OBSCN,0.31,0.61889,PietersenMaleParvalbumin
DCLK1,-0.58,0.45639,PietersenMaleParvalbumin
TRIB2,-0.32,0.40317,PietersenMaleParvalbumin
PHKG2,0.49,0.52281,PietersenMaleParvalbumin
MARK1,-0.41,0.56099,PietersenMaleParvalbumin
PASK,-0.87,0.4961,PietersenMaleParvalbumin
STK40,-0.86,0.39263,PietersenMaleParvalbumin
MYLK,-0.38,0.5245,PietersenMaleParvalbumin
STK11,-0.42,0.60719,PietersenMaleParvalbumin
CAMK2D,0.04,0.51007,PietersenMaleParvalbumin
TSSK2,-0.1,0.49815,PietersenMaleParvalbumin
CASK,-0.14,0.64535,PietersenMaleParvalbumin
MYLK2,-0.99,0.35069,PietersenMaleParvalbumin
PHKG1,0.1,0.36223,PietersenMaleParvalbumin
MAPKAPK2,0.81,0.38726,PietersenMaleParvalbumin
CHEK1,-0.06,0.51738,PietersenMaleParvalbumin
MAPKAPK5,-0.82,0.41656,PietersenMaleParvalbumin
DCLK3,-0.71,0.42554,PietersenMaleParvalbumin
MARK3,-0.4,0.54307,PietersenMaleParvalbumin
TSSK3,0.35,0.63887,PietersenMaleParvalbumin
MARK2,-0.55,0.59826,PietersenMaleParvalbumin
NUAK1,-0.87,0.46591,PietersenMaleParvalbumin
CAMK2A,-0.19,0.73045,PietersenMaleParvalbumin
NIM1K,0.67,0.50316,PietersenMaleParvalbumin
PSKH2,0.57,0.51514,PietersenMaleParvalbumin
SNRK,-0.17,0.67897,PietersenMaleParvalbumin
PSKH1,0.59,0.55387,PietersenMaleParvalbumin
CHEK2,-0.62,0.56082,PietersenMaleParvalbumin
MKNK2,-0.5,0.66426,PietersenMaleParvalbumin
CAMK2B,-0.08,0.74197,PietersenMaleParvalbumin
PRKD2,0.18,0.75394,PietersenMaleParvalbumin
MELK,-0.56,0.62351,PietersenMaleParvalbumin
BRSK1,-0.16,0.82983,PietersenMaleParvalbumin
HUNK,0.16,0.80116,PietersenMaleParvalbumin
TSSK4,-0.32,0.71143,PietersenMaleParvalbumin
PIM2,0.12,0.8615,PietersenMaleParvalbumin
CAMK1,-0.12,0.81004,PietersenMaleParvalbumin
MARK4,-0.23,0.80558,PietersenMaleParvalbumin
PIM3,0.23,0.82223,PietersenMaleParvalbumin
DAPK2,0.11,0.9088,PietersenMaleParvalbumin
DAPK1,0.14,0.89459,PietersenMaleParvalbumin
CAMKV,-0.16,0.87709,PietersenMaleParvalbumin
STK33,0.08,0.94208,PietersenMaleParvalbumin
PIM1,0.09,0.92286,PietersenMaleParvalbumin
PNCK,-0.06,0.95305,PietersenMaleParvalbumin
OBSCN,-0.03,0.1428,PietersenMalePyramidal
SIK3,-0.93,0.20412,PietersenMalePyramidal
CAMK2A,-1.19,0.13395,PietersenMalePyramidal
SIK1,-0.59,0.28739,PietersenMalePyramidal
CHEK1,-1,0.25775,PietersenMalePyramidal
DCLK2,0.64,0.24266,PietersenMalePyramidal
CAMK1D,-1.04,0.27932,PietersenMalePyramidal
MARK3,-1.24,0.16976,PietersenMalePyramidal
MYLK4,1.17,0.19227,PietersenMalePyramidal
TSSK2,-0.88,0.25006,PietersenMalePyramidal
TRIB1,-0.37,0.15795,PietersenMalePyramidal
CAMK2D,-0.41,0.43432,PietersenMalePyramidal
TSSK3,-1.35,0.17744,PietersenMalePyramidal
BRSK2,0.57,0.36981,PietersenMalePyramidal
PSKH1,1.84,0.07613,PietersenMalePyramidal
STK17B,-0.33,0.40866,PietersenMalePyramidal
KALRN,-0.38,0.42759,PietersenMalePyramidal
MYLK3,-1,0.30648,PietersenMalePyramidal
BRSK1,-0.49,0.48617,PietersenMalePyramidal
SIK2,0.06,0.33607,PietersenMalePyramidal
PRKD3,-0.31,0.3085,PietersenMalePyramidal
TRIO,-0.4,0.3133,PietersenMalePyramidal
MARK2,-1.25,0.19932,PietersenMalePyramidal
PRKAA1,-0.02,0.33047,PietersenMalePyramidal
STK33,-1.35,0.19442,PietersenMalePyramidal
CAMK2G,0.17,0.45732,PietersenMalePyramidal
TTN,-0.36,0.52661,PietersenMalePyramidal
MAPKAPK3,-0.82,0.36313,PietersenMalePyramidal
CAMK4,-1.03,0.30969,PietersenMalePyramidal
MARK1,-0.87,0.40528,PietersenMalePyramidal
MKNK1,-0.43,0.58143,PietersenMalePyramidal
MYLK,-0.92,0.34723,PietersenMalePyramidal
CAMK1,0.11,0.3049,PietersenMalePyramidal
TSSK6,0.09,0.39943,PietersenMalePyramidal
PSKH2,-1.3,0.242,PietersenMalePyramidal
CHEK2,-1.24,0.24532,PietersenMalePyramidal
DAPK1,0.59,0.5026,PietersenMalePyramidal
STK17A,-0.26,0.53513,PietersenMalePyramidal
CAMK1G,0.63,0.5139,PietersenMalePyramidal
PRKD2,-0.64,0.51802,PietersenMalePyramidal
SNRK,-0.44,0.64433,PietersenMalePyramidal
PASK,-0.71,0.48821,PietersenMalePyramidal
STK11,-0.34,0.52644,PietersenMalePyramidal
HUNK,-0.64,0.5227,PietersenMalePyramidal
TRIB2,-0.64,0.52078,PietersenMalePyramidal
TSSK1B,-0.8,0.44387,PietersenMalePyramidal
TRIB3,0.73,0.46005,PietersenMalePyramidal
PNCK,0.75,0.45534,PietersenMalePyramidal
CASK,-0.31,0.73225,PietersenMalePyramidal
CAMK2B,0.31,0.71604,PietersenMalePyramidal
DAPK2,-0.69,0.51659,PietersenMalePyramidal
MELK,0.68,0.51255,PietersenMalePyramidal
PRKAA2,-0.33,0.67916,PietersenMalePyramidal
DAPK3,-0.1,0.75249,PietersenMalePyramidal
MYLK2,0.59,0.57227,PietersenMalePyramidal
CAMKV,0.54,0.59467,PietersenMalePyramidal
MKNK2,-0.27,0.71577,PietersenMalePyramidal
PHKG2,0,0.63958,PietersenMalePyramidal
DCLK1,-0.05,0.73179,PietersenMalePyramidal
MAPKAPK5,-0.36,0.71379,PietersenMalePyramidal
PIM2,-0.33,0.73585,PietersenMalePyramidal
TSSK4,-0.37,0.72593,PietersenMalePyramidal
MARK4,-0.35,0.72619,PietersenMalePyramidal
PRKD1,-0.06,0.78985,PietersenMalePyramidal
NUAK2,-0.28,0.78717,PietersenMalePyramidal
MAPKAPK2,0.06,0.84025,PietersenMalePyramidal
PIM3,-0.25,0.80786,PietersenMalePyramidal
DCLK3,-0.25,0.81083,PietersenMalePyramidal
NUAK1,-0.22,0.82162,PietersenMalePyramidal
PHKG1,0.06,0.88207,PietersenMalePyramidal
PIM1,-0.14,0.88338,PietersenMalePyramidal
STK40,-0.02,0.96489,PietersenMalePyramidal
NIM1K,-0.01,0.98859,PietersenMalePyramidal
